docid,halId_s,version_i,docType_s,citationFull_s,citationRef_s
5191476,hal-05191476,1,COMM,"Christophe Guion, Evelyne Lombardo. Analyse de l’évolution de la cartographie par la géolocalisation à l’heure de l’Internet des objets.. <i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.215-230. <a target=""_blank"" href=""https://hal.science/hal-05191476v1"">&#x27E8;hal-05191476&#x27E9;</a>","<i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.215-230"
1704134,hal-01704134,1,COMM,"Gustavo Gomez-Mejia, Etienne Candel. Littératures de salon. Des « régimes sociaux » du littéraire dans les « réseaux en ligne ». <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.205-218. <a target=""_blank"" href=""https://hal.science/hal-01704134v1"">&#x27E8;hal-01704134&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.205-218"
5190249,hal-05190249,1,COMM,"Marc Augier. Implémentation d'un système hypertexte sous la forme d'un automate fini. Utilisation d'un automate fini mettant en oeuvre un réseau de Petri pour construire un système hypertextuel. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.51-64. <a target=""_blank"" href=""https://hal.science/hal-05190249v1"">&#x27E8;hal-05190249&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.51-64"
5193322,hal-05193322,1,COMM,"Xaviera Calixte, Pierre Leclercq. Nouvelles pratiques communicationnelles en co-conception synchrone. Discussion sur 4 situations d'usage d'espaces de réalité augmentée. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.209-221. <a target=""_blank"" href=""https://hal.science/hal-05193322v1"">&#x27E8;hal-05193322&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.209-221"
5193425,hal-02637799,1,COMM,"Jacques Ghoul Samson, Olivier Nannipieri, Philippe Elie Honore Bonfils. Interactions et présences dans les communautés de joueurs en ligne. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Laboratoire Paragraphe; ELLIADD; DeVisu; Dicen IDF; Crem, Oct 2017, Valenciennes, France. pp.20-34. <a target=""_blank"" href=""https://hal.science/hal-02637799v1"">&#x27E8;hal-02637799&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Laboratoire Paragraphe; ELLIADD; DeVisu; Dicen IDF; Crem, Oct 2017, Valenciennes, France. pp.20-34"
5190047,hal-00916101,1,COMM,"Eleni Mitropoulou. Pratiques numériques de la communication interpersonnelle. Nouveau langage ? Nouvelle écriture ?. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.273-285. <a target=""_blank"" href=""https://unilim.hal.science/hal-00916101v1"">&#x27E8;hal-00916101&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.273-285"
5194882,hal-03404800,1,COMM,"Aymeric Bouchereau, Antonin Segault. Évolution des représentations de l’intelligence artificielle : de quelle(s) IA Wikipédia est-elle l’encyclopédie ?. <i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.216-232. <a target=""_blank"" href=""https://hal.science/hal-03404800v1"">&#x27E8;hal-03404800&#x27E9;</a>","<i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.216-232"
5190256,hal-05190256,1,COMM,"Aurélie Brouwers. La représentation mentale de l'espace hypertextuel. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.41-47. <a target=""_blank"" href=""https://hal.science/hal-05190256v1"">&#x27E8;hal-05190256&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.41-47"
1734972,hal-01734972,1,COMM,"Karel Soumagnac, Camille Capelle. Design de la documentarisation patrimoniale : expérimentation d’une plateforme collaborative d’indexation d’images stéréoscopiques. <i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.239-248. <a target=""_blank"" href=""https://hal.science/hal-01734972v1"">&#x27E8;hal-01734972&#x27E9;</a>","<i>H2PTM'17 : Le numérique à l’ère des designs, de l’hypertexte à l’hyper-expérience</i>, Oct 2017, Valenciennes, France. pp.239-248"
5196110,hal-04396912,1,COMM,"Olivier Nannipieri, Jacques Ghoul Samson. La réalité du virtuel - Apports et limites de l'approche phénoménologique. <i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, DeVisu-LARSH; Paragraphe, Oct 2023, Valenciennes, France. pp.19-32. <a target=""_blank"" href=""https://hal.science/hal-04396912v1"">&#x27E8;hal-04396912&#x27E9;</a>","<i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, DeVisu-LARSH; Paragraphe, Oct 2023, Valenciennes, France. pp.19-32"
5194683,hal-05194683,1,COMM,"Gabriel Boudard. Hypermédiatisation des connaissances en entreprise : émergence de systèmes d'organisation des connaissances dynamiques. <i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.77-86. <a target=""_blank"" href=""https://hal.science/hal-05194683v1"">&#x27E8;hal-05194683&#x27E9;</a>","<i>H2PTM'19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.77-86"
5194905,hal-03451441,1,COMM,"Céline Ségur, Angeliki Monnier. L'apport des SIC à l'enseignement de la vérification de l'information - Les mécanismes de circulation interpersonnelle de l'information numérique. <i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Laboratoire Paragraphe Université de Paris 8, Oct 2021, Aubervilliers, France. pp.57-69. <a target=""_blank"" href=""https://hal.univ-lorraine.fr/hal-03451441v1"">&#x27E8;hal-03451441&#x27E9;</a>","<i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Laboratoire Paragraphe Université de Paris 8, Oct 2021, Aubervilliers, France. pp.57-69"
5188667,hal-00651685,1,COMM,"Sébastien Genvo, Serge Bouchardon. Conception et développement d'un outil collaboratif pour l'évaluation du gameplay. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.291-296. <a target=""_blank"" href=""https://unilim.hal.science/hal-00651685v1"">&#x27E8;hal-00651685&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.291-296"
5189123,hal-02332066,1,COMM,"Antonin Segault. Historic Graphs : Cartographie dynamique des liens sur Wikipédia. <i>H2PTM’19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.147-161. <a target=""_blank"" href=""https://hal.science/hal-02332066v1"">&#x27E8;hal-02332066&#x27E9;</a>","<i>H2PTM’19 : De l’hypertexte aux humanités numériques</i>, Oct 2019, Montbéliard, France. pp.147-161"
3085477,halshs-03085477,1,PROCEEDINGS,"Imad Saleh, Luc Massou, Sylvie Leleu-Merviel, Yves Jeanneret, Nasreddine Bouhai, et al.. Hypermédias et pratiques numériques : actes de H2PTM'11, 12-13 et 14 octobre 2011, Université Paul Verlaine, Metz. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. Hermes Science Publications, pp.380, 2011, 9782746238046. <a target=""_blank"" href=""https://shs.hal.science/halshs-03085477v1"">&#x27E8;halshs-03085477&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. Hermes Science Publications, pp.380, 2011, 9782746238046"
5194903,hal-05194903,1,COMM,"Gabrielle Godin. Modéliser les concepts de la désinformation. Une méthode pour cartographier les relations dans un système d'information. <i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.256-260. <a target=""_blank"" href=""https://hal.science/hal-05194903v1"">&#x27E8;hal-05194903&#x27E9;</a>","<i>H2PTM'21 : Information : enjeux et nouveaux défis</i>, Oct 2021, Aubervilliers, France. pp.256-260"
5189948,hal-05189948,1,COMM,"Olivier Mauco, Alban Grégoire, Luc Ploquin. Lorsque les sciences sociales alimentent le game design. Étude d'un serious game sur le processus de libéralisation du marché européen de l'électricité. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.363-365. <a target=""_blank"" href=""https://hal.science/hal-05189948v1"">&#x27E8;hal-05189948&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.363-365"
5191367,halshs-02088170,1,COMM,"Caroline Angé. Pour une approche critique du paradigme communicationnel de l’hypertexte. <i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.50-56. <a target=""_blank"" href=""https://shs.hal.science/halshs-02088170v1"">&#x27E8;halshs-02088170&#x27E9;</a>","<i>H2PTM'15 : Le numérique à l'ère de l'Internet des objets, de l’hypertexte à l’hyper-objet</i>, Oct 2015, Paris, France. pp.50-56"
4310857,hal-04310857,1,COMM,"Caroline Ange, Pascal Bertolino. La fabrique du sens : Récit d'une expérience de conception inversée à l'ère du numérique. <i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.293-303. <a target=""_blank"" href=""https://hal.science/hal-04310857v1"">&#x27E8;hal-04310857&#x27E9;</a>","<i>H2PTM'23 : La fabrique du sens à l’ère de l’information numérique : enjeux et défis</i>, Oct 2023, Valenciennes, France. pp.293-303"
5188686,hal-05188686,1,COMM,"Jean Clément, Jean-Hugues Rety, Serge Bouchardon, Nicolas Szilas, Caroline Angé. Le récit non déterministe : un nouvel avatar de l'hypertexte ?. <i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.219-224. <a target=""_blank"" href=""https://hal.science/hal-05188686v1"">&#x27E8;hal-05188686&#x27E9;</a>","<i>H2PTM'09 : Rétrospective et perspective : 1989 - 2009</i>, Sep 2009, Paris, France. pp.219-224"
5190058,hal-01151337,1,COMM,"Lise Renaud. Les interfaces graphiques de Smartphones : éléments de réflexion sémiotique. <i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.257-269. <a target=""_blank"" href=""https://hal.univ-grenoble-alpes.fr/hal-01151337v1"">&#x27E8;hal-01151337&#x27E9;</a>","<i>H2PTM'11 : Hypermédias et pratiques numériques</i>, Oct 2011, Metz, France. pp.257-269"
